LRYO3N,choosy,23,0,47,47,7833
N33GQDZ7,choosy,34,0,28,28,7143
KIFHWS278,choosy,15,0,32,32,9205
AS1L8H21,choosy,43,0,58,58,6525
9VYB6M71V,choosy,43,0,70,70,9435
5GTSJ6TS,normal,47,0,63,63,7192
YX1Y74G6E,normal,37,0,72,72,2506
8TAPP,normal,41,0,43,43,5745
IR3BC,normal,42,0,24,24,7103
NZDB2SWJ,normal,15,0,34,34,7675
4I9CNNC8L,desperate,37,0,47,47,8366
RH1M6U,desperate,32,0,26,26,8882
0JCQNN7RC,desperate,50,0,44,44,6199
QW9L40HE2,desperate,42,0,73,73,4448
1SLWT,desperate,39,0,64,64,6268
