842U64GRY,miser,29,7591,0,73,8
0K73PO2XE,miser,14,1560,0,41,46
2EM5XJA2W,miser,45,1343,0,59,9
Q243T2,miser,28,9712,0,27,9
APNPSB9,miser,26,7204,0,79,8
USKXXP,miser,7,8710,0,75,46
VFPVRO6,miser,45,1261,0,73,32
AB8DX,miser,22,8377,0,37,43
VTDV6,miser,19,3884,0,34,16
G33U96VN,miser,31,9355,0,36,24
UMZUJ0,miser,41,1682,0,66,29
Y64UZB4,miser,10,9310,0,80,14
4Y99KR1QS,miser,43,2035,0,73,49
WSXPZS,miser,21,3977,0,26,50
AK7A4DM1Z,miser,33,8944,0,73,19
3HAU9O4M,miser,7,2211,0,23,11
43JUB1FHT,miser,30,5107,0,56,19
1839TK1A,miser,41,9778,0,74,9
JRMKSX3,miser,37,9301,0,39,11
S5N19ZH2,miser,10,1834,0,45,25
U4WWE,generous,21,8954,0,62,50
KIQ3CFWJ,generous,35,7221,0,56,19
U154GX6,generous,36,5462,0,55,35
RTAZJL5,generous,28,6511,0,26,37
8FSE7U,generous,27,6753,0,70,50
WWB5DA4P2,generous,35,6251,0,36,49
QFIPUD,generous,5,7607,0,20,10
AXHFWOKP,generous,23,9967,0,62,15
P0IAMPB1,generous,10,6482,0,25,12
LPT5PH9Q,generous,5,4607,0,22,9
7K3HXQ4,generous,31,1773,0,39,32
8V5EC,generous,37,4898,0,47,18
O4Z7V6,generous,15,4064,0,37,30
SKLN45ANN,generous,24,6803,0,47,30
QZFLMNX79,generous,15,2307,0,66,48
YQ9IQKQ,generous,48,3411,0,31,13
8S5VZ,generous,12,2394,0,50,35
VFWDTH,generous,40,4204,0,65,11
DAI898,generous,22,1310,0,53,12
VHNH4TPL,generous,21,2776,0,31,26
32FNUFRVW,geeky,40,8336,0,20,40
48FSCN848,geeky,28,1893,0,34,45
54M19L1,geeky,40,9144,0,29,44
FTAXVN4I,geeky,18,8561,0,53,21
16MWF,geeky,41,6697,0,34,7
2PCCBT91H,geeky,27,2424,0,39,13
FGFK4,geeky,35,4246,0,68,37
0O51GQ,geeky,6,8569,0,44,7
5WHITCBV,geeky,20,8469,0,77,7
RQAKJWC9,geeky,46,7086,0,70,36
9VL4KCOP4,geeky,6,7590,0,76,16
5YX7N1XV,geeky,42,7318,0,35,6
LQT03,geeky,42,6819,0,21,7
NA5F7XQBG,geeky,22,3761,0,50,5
D3264,geeky,17,5493,0,26,8
IWWSP3,geeky,32,8495,0,65,11
6J9XI,geeky,37,2302,0,73,17
BIN9P,geeky,8,6712,0,48,50
2QWN7,geeky,38,1392,0,38,14
3LGDAEY2E,geeky,45,2599,0,52,17
