ZLJMS,miser,35,2713,0,30,47
B30UD,miser,50,8974,0,69,22
5NJUZ,miser,17,2560,0,57,22
4YRKEMQ,miser,21,5374,0,41,49
40YK4D,miser,20,6503,0,35,26
MPY7W,miser,7,2524,0,53,15
FD1OH5W,miser,28,5282,0,32,40
JNVD44ROW,miser,19,9445,0,39,5
XWKSJ,miser,5,2984,0,38,40
F3GGX9,miser,12,2206,0,20,44
QFNH9TRQ6,miser,40,9984,0,73,22
ZJSQ3,miser,38,4102,0,51,17
64KV3Q,miser,30,4132,0,66,33
14CJVPLWD,miser,25,8943,0,73,17
R1UZBYL,miser,44,2118,0,76,36
OH3ZIKI8,miser,25,3189,0,56,46
RIWYJ,miser,34,6180,0,68,49
3WXSP,miser,44,2071,0,36,16
VPDIF0T44,miser,10,6532,0,79,36
32AM4ATO3,miser,42,6377,0,28,11
ZKNFW22,generous,49,4975,0,74,27
OBZ1ZO,generous,32,5892,0,42,31
BF4ZPL3,generous,32,2971,0,71,33
42MXASS,generous,21,2074,0,52,23
MUD3NI,generous,29,8863,0,68,46
UJAUD9,generous,14,9981,0,30,41
B80DSS,generous,16,2266,0,42,40
K93VYY8V,generous,25,5069,0,21,18
UDFBVFSR,generous,11,7293,0,56,49
WE44944,generous,9,9927,0,57,39
MGELISLFE,generous,14,7448,0,60,10
A8VMGB,generous,20,4405,0,32,20
IHUFK14D,generous,34,7883,0,38,39
WAIXU,generous,17,9520,0,47,19
6XF4DL,generous,8,2012,0,39,34
ZAUK5,generous,43,4135,0,44,35
N57CDBT,generous,7,5092,0,24,50
7OGVKU4,generous,6,7888,0,76,41
WQHHNZR,generous,8,9700,0,22,37
DPVQXMGR,generous,47,9918,0,20,8
54YA6TYLV,geeky,46,1744,0,34,34
LAJ17,geeky,19,1124,0,79,32
1SLY6ED94,geeky,5,5733,0,49,14
312QD,geeky,28,6461,0,24,31
D7CL1SLZ,geeky,32,4047,0,37,50
2S0VQNHTM,geeky,24,5583,0,53,21
NI14RF6,geeky,47,3316,0,60,14
6ZQCSE,geeky,8,9944,0,40,38
56CKV,geeky,32,5552,0,41,42
A769E,geeky,7,9160,0,60,25
J0OL1DEX2,geeky,8,2787,0,24,7
FVYIF,geeky,15,4625,0,60,13
X940DTEN,geeky,20,9257,0,44,11
D6OF0LY,geeky,16,8672,0,24,48
F8QEBB7,geeky,8,5517,0,63,37
LSOHB,geeky,14,7268,0,76,15
180MMWGCJ,geeky,38,2090,0,78,48
W5QEEAHG,geeky,21,4164,0,52,33
CYK74H8T3,geeky,20,8424,0,33,6
UTEQOQE1,geeky,24,3318,0,78,18
