P8OO0,miser,43,6851,0,79,39
8QF10,miser,32,5676,0,77,49
B4P5Q2Q,miser,12,5859,0,32,37
NAVLJ,miser,31,5652,0,25,37
DGEIE9J0T,miser,18,3786,0,44,28
JV6VR,miser,9,3573,0,36,18
QAD1XID9,miser,14,9501,0,78,36
SGKXULW,miser,27,3656,0,27,44
WE9486B,miser,12,4108,0,72,20
NNP9Z,miser,17,3911,0,30,25
XIXZ3PM,miser,20,5302,0,63,26
UUNH4PZ,miser,42,6123,0,65,49
CNUWWS,miser,9,5639,0,62,20
03RBQKP,miser,26,3292,0,64,43
MNOWRS,miser,50,3602,0,48,5
CV1Y1JY4,miser,24,4782,0,30,42
42HEIJ,miser,25,7525,0,80,26
SA3K1,miser,31,3133,0,36,27
2OSIBMY,miser,29,7857,0,34,15
57COE,miser,49,4512,0,20,14
4CXK44H8,generous,28,9708,0,59,27
RDDG1,generous,35,6973,0,46,12
HU7G51,generous,13,3088,0,77,50
AG61A06,generous,50,7031,0,40,38
B8H105C,generous,28,8698,0,31,38
L9WG6,generous,30,6600,0,59,18
GZTYZ,generous,46,7252,0,23,11
O64TGZG52,generous,22,1268,0,23,39
46TM36,generous,9,2339,0,67,12
8USCPK4D,generous,49,3363,0,63,17
3IIBQD44O,generous,34,3673,0,62,39
SKLJ2Y,generous,33,8652,0,59,24
OB1HB32,generous,27,2847,0,40,24
0TMP9R86,generous,6,9627,0,48,10
IUQ203HPC,generous,24,9941,0,26,33
MAHCF,generous,16,2329,0,32,17
0JAM3B0NT,generous,5,6832,0,43,44
CZKVBB3I8,generous,30,1739,0,75,37
ENJKFIDAI,generous,36,1594,0,45,39
0AZHXHFB9,generous,11,1242,0,24,32
ECAIYI5E,geeky,45,6640,0,45,41
AJ8SCDW0,geeky,22,9099,0,34,8
1G40AA,geeky,50,8633,0,47,30
PZWJW4G,geeky,34,5777,0,49,31
4OY817P,geeky,27,7625,0,34,40
68ID4E,geeky,47,9146,0,20,21
EB97NVYT,geeky,20,3090,0,27,28
YN6CTX1B,geeky,32,4620,0,61,44
GB6Y7G,geeky,30,5128,0,50,23
O618T,geeky,49,2461,0,61,17
43349K4NM,geeky,14,2793,0,28,14
FE43L,geeky,37,8466,0,34,37
6JFXS,geeky,15,2039,0,53,38
8BR8823,geeky,7,8845,0,56,22
C01U37EWT,geeky,12,2935,0,41,40
G35P9K6QS,geeky,33,4475,0,45,16
0MDCB,geeky,12,9088,0,49,9
5CUD5TV,geeky,39,5941,0,35,16
4LGU6B,geeky,23,1274,0,24,23
R0WU5,geeky,22,4748,0,66,5
