E0Y87,miser,9,5513,0,61,36
H3PJWYI,miser,17,2447,0,29,17
0ZGPJUBU,miser,40,9465,0,40,38
XLKB4,miser,17,5760,0,52,9
VMZPXGO46,miser,23,4208,0,32,25
2F0HL7N3,miser,39,3364,0,76,14
AHR4FV2XG,miser,47,4249,0,60,18
DL4WIOWX4,miser,17,6772,0,26,5
49SBK7IP,miser,11,2354,0,33,42
UX4943,miser,19,2000,0,62,9
EDNCAZ2L,miser,25,7667,0,54,47
ELY67ICY,miser,45,7743,0,26,49
HNKSG,miser,15,9627,0,78,28
3VV5UT,miser,21,7044,0,20,46
99W3XYMZ,miser,5,5788,0,41,16
ZQWZZ4IS,miser,6,7115,0,22,15
F1O4S3,miser,18,8102,0,68,32
GUTMH3,miser,38,9550,0,44,5
DODLZQE,miser,35,9732,0,28,7
F0147V,miser,12,6693,0,68,23
J3NKCAWJ,generous,17,5475,0,40,12
1481RIDP,generous,11,8940,0,31,6
8E5UAV2,generous,42,5082,0,40,19
G42OZ8,generous,14,9768,0,70,12
WV4F3WBX,generous,47,2394,0,79,9
T8FDTE,generous,19,5776,0,73,50
HUJMS4KVI,generous,20,2726,0,23,36
P9R843,generous,23,9789,0,20,16
197EX24Q,generous,6,7821,0,39,44
J5TQJRP7H,generous,17,8604,0,26,43
612DRT,generous,45,5432,0,67,50
31EVSALB,generous,33,9961,0,49,23
PN7OD,generous,17,8768,0,35,17
N4CM1FN9C,generous,27,9341,0,73,23
UVRAV,generous,23,1546,0,42,35
IP9CWZYH,generous,13,8308,0,22,16
WM24W,generous,26,2563,0,78,10
LKLV1M,generous,41,1509,0,45,31
BH9502E,generous,20,4628,0,44,35
EN510LIF,generous,18,1059,0,42,43
YMNM5RP,geeky,24,8986,0,51,36
K2FQKG,geeky,47,9350,0,40,12
IE3C9XV9X,geeky,34,8655,0,29,43
I4786,geeky,49,3432,0,31,50
QIFKL,geeky,23,2880,0,26,31
Y6G6F,geeky,37,1376,0,59,21
PVPU45,geeky,50,2385,0,33,27
OXS3JL,geeky,18,2558,0,49,42
9HBXCS,geeky,36,7853,0,74,29
DC2I3POS,geeky,28,9451,0,39,31
RKCEI,geeky,18,4288,0,70,39
C60GR,geeky,20,3774,0,23,8
NDQ984,geeky,25,8130,0,47,21
YPJ52PK,geeky,16,3286,0,58,28
JKA6F,geeky,28,4525,0,76,20
Z4HURYGD,geeky,42,4112,0,46,38
VS8DQM87,geeky,48,8443,0,68,5
4VHB9SIZ,geeky,7,1246,0,74,36
HX3J5,geeky,50,7179,0,58,35
TDH2L,geeky,37,4827,0,51,6
