F3F47LL,miser,9,5308,0,64,22
NVNWDH,miser,14,5746,0,28,11
1JPE9E,miser,22,7366,0,29,37
ER9PZUC8F,miser,49,9798,0,42,21
VKO4FS,miser,45,8087,0,26,34
GCGQXO,miser,25,7231,0,69,19
XRR05,miser,10,8279,0,25,20
X0C51GPC,miser,16,4531,0,76,43
4L37Y2,miser,37,6828,0,29,21
HSC4QBT,miser,17,5117,0,72,27
Q9Y9DX,miser,32,7164,0,55,30
UQDJTJH0G,miser,29,8755,0,44,12
NIRGQFMO,miser,8,6069,0,73,17
Y17I18V4,miser,9,2558,0,72,48
4RE19C,miser,27,9551,0,66,43
N4P2I1GA,miser,19,1903,0,77,35
KC7A0,miser,5,1528,0,45,20
138ANU2,miser,20,3698,0,50,20
5OY5HXM,miser,19,2858,0,43,44
CPUTGD2,miser,8,1533,0,32,45
D488J6,generous,46,6201,0,27,9
LXJKT,generous,36,1065,0,69,48
2TG29,generous,24,7318,0,24,45
O1F85,generous,21,9790,0,70,15
EJGHCX,generous,38,2731,0,36,42
D792NQ0Z,generous,29,6495,0,45,41
V0VPL,generous,43,3024,0,40,5
D89VG6MC,generous,24,3857,0,76,42
ZHNY33H4,generous,14,4108,0,70,45
B11891,generous,50,7156,0,43,20
V3L9K2G,generous,45,2349,0,63,31
C88H3V,generous,37,4237,0,20,35
QMQ5S,generous,36,6231,0,65,20
JSZMR3JC2,generous,5,3105,0,28,38
HN141OZL,generous,48,3961,0,33,29
QW7CK7LRT,generous,18,7203,0,61,31
PZ9478,generous,46,1298,0,32,28
4KHQPM4,generous,23,4711,0,39,46
4G8MLG0L4,generous,13,3843,0,70,32
YES75BUX,generous,21,7985,0,27,13
4VFTUXO,geeky,44,2833,0,51,33
SIVFGCYQN,geeky,20,6997,0,46,6
AJIJK,geeky,47,2922,0,38,37
L687UO,geeky,7,8872,0,56,34
M2G9ZS,geeky,35,2744,0,27,6
ZE0OZ2D7,geeky,35,2738,0,70,26
K2B5ND,geeky,31,5531,0,80,5
88EG0H,geeky,40,7149,0,30,47
LIGPHRI3S,geeky,30,2815,0,41,11
4TEQ2,geeky,32,9904,0,27,42
KIMCY,geeky,16,3342,0,34,42
048IJLSB,geeky,40,7253,0,45,33
5AZ9Z44HP,geeky,42,3109,0,77,26
4ASQ3WWLZ,geeky,49,9940,0,44,8
WQBCH5W,geeky,35,1700,0,65,21
7ZJF5LE9,geeky,41,5318,0,61,15
EL9ME,geeky,36,7001,0,38,46
CHEPHV8,geeky,7,4825,0,73,17
DWNZ9NI,geeky,37,3536,0,78,44
CWFQUJNQ,geeky,23,6856,0,32,9
