81ACPGAV,miser,34,6283,0,42,28
PNZRAK,miser,10,4932,0,30,37
Z9KVVPEH,miser,40,2632,0,64,30
AIAY6O,miser,50,9179,0,20,42
06817S,miser,8,9316,0,25,26
UBKZD84,miser,9,9625,0,67,44
028F5HYY0,miser,14,7991,0,21,14
A5YZY9,miser,13,1504,0,50,14
0D3D21B7S,miser,44,5174,0,44,34
PWGYS,miser,41,5283,0,75,45
E87R09GWV,miser,16,4771,0,29,26
DPZXF4Y2V,miser,25,4316,0,51,28
88EEB4NH,miser,8,1323,0,74,29
ODK2W4PT,miser,41,8964,0,56,10
XZQ4V,miser,22,7538,0,72,24
JTVUVK8,miser,15,8260,0,51,24
I4ZEVNV1,miser,7,5504,0,24,6
4N12B87Y9,miser,11,3073,0,69,32
0FJYNW80,miser,20,9611,0,66,6
YA3ZWXLT,miser,10,7602,0,62,10
DXQHE27,generous,8,5633,0,48,40
72U44E,generous,6,9025,0,40,48
TJX5T86,generous,17,9969,0,51,45
8641Q4,generous,42,2062,0,35,21
78G0K2MN,generous,34,1082,0,71,15
J1HXAB878,generous,47,3231,0,28,28
O8BMSO4,generous,41,2374,0,36,30
D6U1W324,generous,44,3781,0,76,18
2BR70G,generous,22,1743,0,30,27
TA4R9U84,generous,9,7960,0,26,11
47QXN0,generous,21,8315,0,22,43
H4VP1GE1,generous,44,3203,0,74,26
F244Z3DY,generous,50,8946,0,35,26
TT8VE72,generous,43,6522,0,22,19
VZ64C35PO,generous,9,1266,0,72,48
WMLY4H9M,generous,33,1035,0,25,50
4OIQM,generous,12,5505,0,36,44
Y8JPF6J4F,generous,44,6694,0,37,45
IOHBNB4UY,generous,44,2619,0,75,28
O1DV9I,generous,23,3485,0,22,43
MHC7D8AR,geeky,45,1059,0,55,10
VFUZG6,geeky,11,5276,0,42,16
M2MCDZ5,geeky,8,3341,0,78,15
1TTSFST,geeky,17,9641,0,77,22
LW7U1Y,geeky,42,7398,0,65,11
5ULYJ7CLT,geeky,35,7483,0,47,34
SDN2I3HR,geeky,22,4857,0,63,49
YP7MQ,geeky,17,2941,0,23,11
N66NH,geeky,10,9399,0,48,21
17DLJ2CFB,geeky,27,9816,0,74,32
5B8VAD,geeky,30,3710,0,45,37
8MLQRUH,geeky,47,8726,0,59,31
PFTN72,geeky,26,5516,0,47,10
RPA4O9,geeky,40,9186,0,38,32
T9LASM,geeky,35,6130,0,25,20
2GZRRN2,geeky,16,5616,0,21,47
YLJI36,geeky,25,7565,0,24,21
PD01Y7O3,geeky,16,9622,0,70,21
VRYNJ3DL,geeky,15,4755,0,33,21
0K5HNAA,geeky,38,7075,0,65,36
